artículos_ordenados,cantidad,precio_de_venta,artículo_subtotal,id_de_pedido,service_fee
Charles Wells,1,8.7,8.7,16061,0.0
Patatas fritas Pequeñas,1,2.5,2.5,16061,0.0
Tequeños,1,6.4,6.4,16061,0.0
El Honesto Mike,1,12.7,12.7,16061,0.0
Salsa X,1,1.5,1.5,16061,0.0
Caprichosa,4,12.9,51.6,AHT7GLMA,0.0
Tequeños,1,9.9,9.9,AHT7GLMA,0.0
Sweet Home Sanvi,3,12.3,36.9,4B069,0.0
Patatas fritas Grandes,1,4.5,4.5,4B069,0.0
Sweet Home Madrid,1,12.7,12.7,B5D27,0.0
Patatas fritas Pequeñas,2,2.5,5.0,B5D27,0.0
Monchi Meal (Para 2),1,23.8,23.8,F57AC,0.0
Aquarius Limón lata 330ml.,2,1.9,3.8,DD8A8,0.0
Patatas fritas Grandes,1,4.5,4.5,DD8A8,0.0
Alitas,1,7.2,7.2,DD8A8,0.0
Oklahoma Umbrella,2,7.5,15.0,DD8A8,0.0
Kahuna Burger,1,8.5,8.5,137491077,0.0
Patatas fritas Grandes,1,4.5,4.5,137491077,0.0
Alitas,1,7.2,7.2,137491077,0.0
El Pelirojo Jimmy,1,10.7,10.7,768219550,0.0
Patatas fritas S,1,2.5,2.5,768219550,0.0
Sweet Home Alicante,1,12.3,12.3,768219550,0.0
Padro,1,9.8,9.8,768146625,0.0
Patatas fritas S,1,2.5,2.5,768146625,0.0
Kahuna Burger,1,8.1,8.1,768146625,0.0
Patatas fritas Pequeñas,1,2.5,2.5,665E5,0.0
Patatas fritas Grandes,1,4.5,4.5,665E5,0.0
Kahuna Burger,2,8.1,16.2,665E5,0.0
Patatas Fritas bacon,1,7.7,7.7,9A184,0.0
Perla Negra,2,14.3,28.6,9A184,0.0
Coca-Cola Zero Azúcar lata 330ml.,2,1.9,3.8,137491865,0.0
Sweet Home Madrid,1,12.7,12.7,137491865,0.0
Patatas fritas Pequeñas,2,2.5,5.0,137491865,0.0
Kahuna Burger,1,8.5,8.5,137491865,0.0
Slim Combo (Para 1),2,11.9,23.8,MNBTKMB3,0.0
Tequeños,1,9.9,9.9,ACJ8X1D1,0.0
Arepa Rumbera Remix,1,7.7,7.7,ACJ8X1D1,0.0
Patatas fritas L,1,4.5,4.5,768221609,0.0
Kahuna Burger,3,8.1,8.1,768221609,0.0
Patatas fritas S,1,2.5,2.5,768221609,0.0
Burger Perla Negra,1,12.5,12.5,AC1XH1NU,0.0
Burger La Caprichosa,1,10.9,10.9,AC1XH1NU,0.0
Burger Perla Negra,2,13.9,27.8,E1F62,0.0
Patatas fritas Pequeñas,1,2.5,2.5,137493152,0.0
Kahuna Burger,4,8.5,34.0,137493152,0.0
Burger La Caprichosa,1,10.9,10.9,AAGVLYT9,0.0
Boniato Frito,1,3.5,3.5,AAGVLYT9,0.0
Burger Perla Negra,1,12.5,12.5,AAGVLYT9,0.0
Patatas Fritas,1,2.5,2.5,AAGVLYT9,0.0
Zima Blue,1,12.2,12.2,137493461,0.0
Kahuna Burger,1,8.5,8.5,137493461,0.0
Patatas fritas Grandes,1,4.5,4.5,137493461,0.0
El Honesto Mike,1,12.3,12.3,9499A,0.0
Patatas fritas Grandes,1,4.5,4.5,9499A,0.0
Chicken Tenders (7 Uds.),2,7.2,14.4,5BAD8,0.0
Combo Para Ti,2,15.3,30.6,5BAD8,0.0
Burger Perla Negra,2,12.5,25.0,9720D,0.0
Patatas fritas Grandes,1,4.5,4.5,BE619,0.0
Sweet Home Alicante,2,12.3,24.6,BE619,0.0
Burger Perla Negra,2,12.5,25.0,C417F,0.0
Perla Negra,2,14.3,28.6,849EA,0.0
Padro,4,9.8,39.2,137495433,0.0
Chicken Tenders,1,7.6,7.6,137495433,0.0
Arepa sifrina,2,7.7,15.4,BS1LTTNA,0.0
Hamburguesa cheesebacon,1,12.5,12.5,BS1LTTNA,0.0
Hamburguesa El Zar,1,14.9,14.9,BS1LTTNA,0.0
Slim Combo (para 1),1,11.9,11.9,E98FF,0.0
Burger Perla Negra,2,13.9,27.8,0DA22,0.0
Charles Wells,1,8.3,8.3,E1AC5,0.0
Patatas fritas Grandes,1,4.5,4.5,E1AC5,0.0
El Pelirrojo Jimmy,1,10.7,10.7,E1AC5,0.0
Inglesa,1,12.5,12.5,AWPY7NPZ,0.0
Cheesebacon,1,12.5,12.5,AWPY7NPZ,0.0
Tropichicken,1,12.9,12.9,AWPY7NPZ,0.0
Slim Combo (Para 1),2,11.9,23.8,MQSTFCA8,0.0
Dulces sueños,1,4.2,4.2,MQSTFCA8,0.0
Patatas Fritas,2,2.5,5.0,ABUBJ1KM,0.0
Burger La Uno Basic,1,12.6,12.6,ABUBJ1KM,0.0
Tequeños (4 Uds.),1,5.9,5.9,ABUBJ1KM,0.0
Sweet Home Sanvi,2,12.3,24.6,E06DE,0.0
Patatas fritas Grandes,1,4.5,4.5,E06DE,0.0
Perla Negra,2,14.3,28.6,2EFAE,0.0
Patatas fritas Grandes,2,4.5,9.0,B858E,0.0
Sweet Home Madrid,2,12.7,25.4,B858E,0.0
Patatas fritas L,1,4.5,4.5,768225784,0.0
Ned Kelly,1,10.9,10.9,768225784,0.0
Sweet Home Alicante,1,12.3,12.3,768225784,0.0
Patatas fritas Grandes,1,4.5,4.5,08679,0.0
Ned Kelly,1,10.9,10.9,08679,0.0
Chicken Tenders,1,7.6,7.6,08679,0.0
Charles Wells,1,8.3,8.3,08679,0.0
Patatas fritas Grandes,2,4.5,9.0,B8D22,0.0
Sweet Home Madrid,1,12.7,12.7,B8D22,0.0
Ned Kelly,1,11.4,11.4,B8D22,0.0
Burger Perla Negra,2,12.5,25.0,6B6AA,0.0
Boniato Frito,1,3.5,3.5,6B6AA,0.0
Sweet Home Madrid,2,12.7,25.4,MS8WBPND,0.0
Patatas fritas Grandes,2,4.5,9.0,MS8WBPND,0.0
Charles Wells,1,8.7,8.7,1F89E,0.0
Sweet Home Madrid,1,12.7,12.7,1F89E,0.0
Patatas fritas Grandes,1,4.5,4.5,1F89E,0.0
Slim Combo (Para 1),2,11.9,23.8,MEWLUANB,0.0
Slim Combo (Para 1),2,11.9,23.8,MMZ4WVL2,0.0
Alitas,1,7.2,7.2,MMZ4WVL2,0.0
Alitas Kentucky (5 und),1,8.9,8.9,BLTMTCLE,0.0
Hamburguesa El Zar,1,14.9,14.9,BLTMTCLE,0.0
Hamburguesa La Uno,1,14.6,14.6,BLTMTCLE,0.0
El Honesto Mike,1,12.3,12.3,A5C14,0.0
Patatas fritas Pequeñas,1,2.5,2.5,A5C14,0.0
Patatas Fritas,1,2.9,2.9,58BDD,0.0
Burger Perla Negra,2,13.9,27.8,58BDD,0.0
Patatas fritas Grandes,1,4.5,4.5,33279,0.0
Tequeños,1,6.4,6.4,33279,0.0
Padro,2,9.8,19.6,33279,0.0
Sweet Home Madrid,2,12.7,25.4,MFUVQK3L,0.0
Kahuna Burger,2,8.1,16.2,668CC,0.0
Chicken Tenders,1,7.6,7.6,668CC,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,668CC,0.0
Salsa X,1,1.5,1.5,668CC,0.0
Patatas fritas Pequeñas,1,2.5,2.5,668CC,0.0
Patatas fritas Grandes,1,4.5,4.5,668CC,0.0
Burger Perla Negra,2,12.5,25.0,06328,0.0
Arepa la pelúa,1,8.5,8.5,F2BBF,0.0
Arepa reina pepiada,1,7.7,7.7,F2BBF,0.0
Polar para llevar,1,3.0,3.0,AXMKLK71,0.0
LA UNO,1,14.6,14.6,AXMKLK71,0.0
Chicken Tenders,1,7.7,7.7,AXMKLK71,0.0
Alitas,1,7.2,7.2,7FC9B,0.0
Tequeños,1,6.4,6.4,7FC9B,0.0
Sweet Home Sanvi,2,12.3,24.6,7FC9B,0.0
Patatas fritas Grandes,1,4.5,4.5,7FC9B,0.0
Patatas fritas Pequeñas,1,2.5,2.5,6820B,0.0
Sweet Home Alicante,2,12.3,24.6,6820B,0.0
Zima Blue,1,11.7,11.7,FCAB9,0.0
Sweet Home Alicante,1,12.3,12.3,FCAB9,0.0
Padro,1,9.8,9.8,FCAB9,0.0
Patatas fritas Grandes,1,4.5,4.5,FCAB9,0.0
Patatas fritas Pequeñas,1,2.5,2.5,FCAB9,0.0
Perla Negra,2,14.3,28.6,74BAA,0.0
Patatas fritas Pequeñas,2,2.5,5.0,61875,0.0
Oklahoma Umbrella,1,7.5,7.5,61875,0.0
Charles Wells,1,8.7,8.7,61875,0.0
Sweet Home Madrid,2,12.7,25.4,M6VZHXBS,0.0
Kahuna Burger,1,8.1,8.1,8E63E,0.0
Boniato frito grande,1,6.9,6.9,8E63E,0.0
Sweet Home Alicante,1,12.3,12.3,8E63E,0.0
Tequeños,1,6.4,6.4,8E63E,0.0
Perla Negra,2,14.3,28.6,C5F19,0.0
Patatas fritas L,1,4.5,4.5,768240689,0.0
Sweet Home Sanvi,1,12.3,12.3,768240689,0.0
El Pelirojo Jimmy,1,10.7,10.7,768240689,0.0
Salsa X,1,1.5,1.5,768240689,0.0
Zima Blue,1,11.7,11.7,2F0F8,0.0
Salsa X,1,1.5,1.5,2F0F8,0.0
Padro,1,9.8,9.8,2F0F8,0.0
Patatas fritas Grandes,1,4.5,4.5,2F0F8,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,2F0F8,0.0
Kahuna Burger,1,8.1,8.1,2F0F8,0.0
Tequeños (4 Uds.),1,5.9,5.9,AGLKWASZ,0.0
Burger La Uno Basic,1,12.6,12.6,AGLKWASZ,0.0
Charles Wells,1,8.3,8.3,28D18,0.0
Boniato frito pequeño,1,3.5,3.5,28D18,0.0
Kahuna Burger,1,8.1,8.1,28D18,0.0
Patatas fritas Pequeñas,1,2.5,2.5,28D18,0.0
Tequeños,1,6.4,6.4,28D18,0.0
Salsa X,1,1.5,1.5,28D18,0.0
Perla Negra,2,14.3,28.6,EDEEE,0.0
Patatas fritas Pequeñas,1,2.5,2.5,D561B,0.0
Ned Kelly,1,11.4,11.4,D561B,0.0
Perla Negra,2,14.3,28.6,5215E,0.0
Slim Combo (Para 1),2,11.9,23.8,MTZSHWSX,0.0
Perla Negra,2,14.3,28.6,8EF85,0.0
Kahuna Burger,3,8.1,24.3,B09DE,0.0
Patatas fritas Grandes,1,4.5,4.5,B09DE,0.0
Perla Negra,2,14.3,28.6,6719A,0.0
Kahuna Burger,1,8.5,8.5,54419,0.0
Cheesebacon,1,12.5,12.5,A5LLYSFG,0.0
Perla Negra,1,14.3,14.3,A5LLYSFG,0.0
Burger Perla Negra,2,12.5,25.0,74389,0.0
Kahuna Burger,1,8.1,8.1,B9FB5,0.0
Sweet Home Alicante,1,12.3,12.3,B9FB5,0.0
Boniato frito grande,1,6.9,6.9,B9FB5,0.0
Patatas fritas Grandes,1,4.5,4.5,5F3CE,0.0
Charles Wells,1,8.7,8.7,5F3CE,0.0
Chicken Tenders,1,7.6,7.6,5F3CE,0.0
Sweet Home Madrid,1,12.7,12.7,5F3CE,0.0
Sweet Home Sanvi,1,12.3,12.3,F040C,0.0
Padro,1,9.8,9.8,F040C,0.0
Perla Negra,2,14.3,28.6,40219,0.0
Kahuna Burger,2,8.1,8.1,768248221,0.0
Coca-cola Zero,2,1.9,3.8,768248221,0.0
Patatas fritas L,2,4.5,9.0,768248221,0.0
Slim Combo (Para 1),2,11.9,23.8,3AFBC,0.0
Slim Combo (para 1),1,11.9,11.9,35150,0.0
Perla Negra,2,14.3,28.6,768D3,0.0
Sweet Home Madrid,4,12.7,50.8,M8VLSG8V,0.0
Alitas,2,7.2,14.4,M8VLSG8V,0.0
Patatas fritas Grandes,2,4.5,9.0,M8VLSG8V,0.0
Slim Combo (Para 1),1,11.9,11.9,57B06,0.0
Sweet Home Madrid,2,12.7,25.4,ML1NP9SJ,0.0
Boniato frito grande,1,6.9,6.9,ML1NP9SJ,0.0
El Honesto Mike,1,12.3,12.3,92A4D,0.0
Patatas fritas Grandes,1,4.5,4.5,92A4D,0.0
Zima Blue,1,11.7,11.7,611BE,0.0
Patatas fritas Grandes,1,4.5,4.5,611BE,0.0
Sweet Home Alicante,2,12.3,24.6,611BE,0.0
Padro,3,9.8,29.4,611BE,0.0
Boniato frito grande,1,6.9,6.9,611BE,0.0
Sweet Home Madrid,2,12.7,25.4,MHVF72TG,0.0
Patatas fritas Grandes,2,4.5,9.0,MHVF72TG,0.0
Sweet Home Madrid,2,12.7,25.4,MG3R15Q8,0.0
Sweet Home Madrid,2,12.7,25.4,MEF75AJZ,0.0
Patatas fritas Grandes,1,4.5,4.5,47B4F,0.0
Sweet Home Madrid,2,12.7,25.4,47B4F,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,MDSKQXAG,0.0
Sweet Home Madrid,2,12.7,25.4,MDSKQXAG,0.0
Patatas fritas Grandes,2,4.5,9.0,MDSKQXAG,0.0
Tequeños (4 Uds.),1,6.5,6.5,3F8BE,0.0
Burger Perla Negra,2,13.9,27.8,3F8BE,0.0
Patatas Fritas,1,2.9,2.9,3F8BE,0.0
Perla Negra,2,14.3,28.6,29200,0.0
Burger Perla Negra,2,13.9,27.8,FE51B,0.0
Perla Negra,2,14.3,28.6,4718B,0.0
Arepa Rumbera Remix,1,7.7,7.7,4718B,0.0
Burger Perla Negra,2,12.5,25.0,05A08,0.0
Tequenutella PL,1,3.9,3.9,F5A5C,0.0
Perla Negra,2,14.3,28.6,F5A5C,0.0
Sweet Home Madrid,2,12.7,25.4,MQ68JGZC,0.0
Patatas fritas Grandes,1,4.5,4.5,8ADC8,0.0
Ned Kelly,1,10.9,10.9,8ADC8,0.0
Coca-Cola Zero Azúcar lata 330ml.,4,1.9,7.6,8ADC8,0.0
Oklahoma Umbrella,1,7.5,7.5,8ADC8,0.0
Sweet Home Madrid,2,12.7,25.4,MMTRUPBC,0.0
Burger Perla Negra,2,13.9,27.8,2D7FD,0.0
Perla Negra,2,14.3,28.6,0F28A,0.0
Monchi Meal (Para 2),1,23.8,23.8,E1CED,0.0
Burger Perla Negra,2,12.5,25.0,93A45,0.0
Patatas fritas Pequeñas,1,2.5,2.5,53680,0.0
Sweet Home Sanvi,2,12.3,24.6,53680,0.0
Tequeños,1,6.4,6.4,53680,0.0
El Pelirrojo Jimmy,1,10.7,10.7,80E21,0.0
Ned Kelly,4,10.9,43.6,80E21,0.0
Kahuna Burger,1,8.1,8.1,80E21,0.0
Patatas fritas Grandes,2,4.5,9.0,80E21,0.0
Tequeños,1,6.4,6.4,80E21,0.0
Patatas fritas Pequeñas,1,2.5,2.5,80E21,0.0
Slim Combo (Para 1),1,11.9,11.9,5C90C,0.0
Patatas fritas Grandes,2,4.5,9.0,5D23F,0.0
Kahuna Burger,1,8.1,8.1,5D23F,0.0
Charles Wells,1,8.3,8.3,5D23F,0.0
Padro,1,9.8,9.8,5D23F,0.0
Burger Perla Negra,2,12.5,25.0,6D6FD,0.0
Patatas Fritas,1,2.5,2.5,6D6FD,0.0
Patatas fritas Grandes,1,4.5,4.5,9571C,0.0
Ned Kelly,1,10.9,10.9,9571C,0.0
Kahuna Burger,2,8.1,16.2,9571C,0.0
Patatas Fritas,2,2.5,5.0,DB91E,0.0
Burger Perla Negra,2,12.5,25.0,DB91E,0.0
Burger Perla Negra,2,13.9,27.8,125DB,0.0
Burger Perla Negra,2,12.5,25.0,BF9ED,0.0
Patatas Fritas,1,2.5,2.5,BF9ED,0.0
Patatas fritas S,1,2.5,2.5,768263809,0.0
Tequeños,1,6.4,6.4,768263809,0.0
Oklahoma Umbrella,1,7.5,7.5,768263809,0.0
Patatas fritas Pequeñas,1,2.5,2.5,8DCED,0.0
Kahuna Burger,2,8.5,17.0,8DCED,0.0
Burger La Uno Basic,1,12.6,12.6,E994E,0.0
Marquesa de Dulce de leche,1,5.9,5.9,E994E,0.0
Patatas Fritas,1,2.5,2.5,2E460,0.0
Boniato Frito,1,3.5,3.5,2E460,0.0
Tequeños (4 Uds.),1,5.9,5.9,2E460,0.0
Burger Perla Negra,2,12.5,25.0,2E460,0.0
Ned Kelly,1,10.9,10.9,203E7,0.0
Patatas fritas Pequeñas,1,2.5,2.5,203E7,0.0
Kahuna Burger,1,8.1,8.1,203E7,0.0
Coca-Cola Zero Azúcar lata 330ml.,3,1.9,5.7,D3217,0.0
Patatas fritas Pequeñas,1,2.5,2.5,D3217,0.0
Sweet Home Sanvi,1,12.3,12.3,D3217,0.0
Patatas fritas Pequeñas,2,2.5,5.0,C8A9A,0.0
Kahuna Burger,1,8.5,8.5,C8A9A,0.0
Boniato frito pequeño,1,3.5,3.5,C8A9A,0.0
Padro,1,9.8,9.8,C8A9A,0.0
Charles Wells,2,8.7,17.4,C8A9A,0.0
Perla Negra,2,14.3,28.6,E0547,0.0
Patatas fritas Grandes,1,4.5,4.5,C4E41,0.0
Sweet Home Sanvi,2,12.3,24.6,C4E41,0.0
Perla Negra,2,14.3,28.6,29706,0.0
Patatas fritas Grandes,2,4.5,9.0,MJSJV1TL,0.0
Vegan Lisa Marie,1,11.9,11.9,MJSJV1TL,0.0
Burger Perla Negra,2,13.9,27.8,CF37B,0.0
Patatas Fritas,1,2.5,2.5,75411,0.0
Burger Perla Negra,2,12.5,25.0,75411,0.0
Boniato Frito,1,3.5,3.5,75411,0.0
Burger La Uno Basic,1,12.6,12.6,AS5ZKGSQ,0.0
Kahuna Burger,1,8.1,8.1,768499068,0.0
Patatas fritas S,1,2.5,2.5,768499068,0.0
Zima Blue,1,11.7,11.7,768499068,0.0
Boniato frito grande,1,6.9,6.9,768499068,0.0
Sweet Home Madrid,2,12.7,25.4,MEN1SYYA,0.0
Burger Perla Negra,2,12.5,25.0,FEA53,0.0
Tequeños (4 Uds.),1,5.9,5.9,FEA53,0.0
Sweet Home Madrid,2,12.7,25.4,MASGG1UL,0.0
Patatas fritas Grandes,2,4.5,9.0,MASGG1UL,0.0
Burger Perla Negra,2,12.5,25.0,49AC9,0.0
Patatas fritas Grandes,2,4.5,9.0,MDATDJW9,0.0
Alitas,2,7.2,14.4,MDATDJW9,0.0
Monchi Meal (Para 2),1,23.8,23.8,C70FA,0.0
Patatas fritas Grandes,1,4.5,4.5,137524732,0.0
Tequeños,1,6.4,6.4,137524732,0.0
Sweet Home Madrid,1,12.7,12.7,137524732,0.0
Kahuna Burger,1,8.5,8.5,137524732,0.0
Sweet Home Sanvi,1,12.3,12.3,768512668,0.0
Patatas fritas S,1,2.5,2.5,768512668,0.0
Perla Negra,2,13.9,13.9,768480243,0.0
Sifrina,1,7.5,7.5,768480243,0.0
Cheesebacon,1,11.9,11.9,768480243,0.0
PACK 12 TEQUES,1,17.8,17.8,768480243,0.0
Patatas fritas Grandes,2,4.5,9.0,84E1B,0.0
Sweet Home Alicante,6,12.3,73.8,84E1B,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BC3EA,0.0
Charles Wells,2,8.3,16.6,BC3EA,0.0
Perla Negra,2,14.3,28.6,ADFXBR9F,0.0
Patatas fritas Grandes,2,4.5,9.0,MLPDBJLL,0.0
Sweet Home Madrid,2,12.7,25.4,MLPDBJLL,0.0
Boniato Frito,1,3.5,3.5,AS4W1LPX,0.0
Burger La Uno Basic,1,12.6,12.6,AS4W1LPX,0.0
Burger Perla Negra,2,13.9,27.8,FA8ED,0.0
Patatas Fritas,1,2.9,2.9,446FE,0.0
Burger Perla Negra,2,13.9,27.8,446FE,0.0
Burger Perla Negra,4,13.9,55.6,1E592,0.0
Perla Negra,2,14.3,28.6,AFWNWXML,0.0
Althaia Mediterranean Lager PL,2,3.0,6.0,AFWNWXML,0.0
Monchi Meal (Para 2),1,23.8,23.8,3C103,0.0
Chicken Tenders,1,7.7,7.7,E51A6,0.0
Perla Negra,2,14.3,28.6,E51A6,0.0
Hamburguesa La Uno,2,14.6,29.2,BYFCMN7E,0.0
Perla Negra,2,14.3,28.6,A3FPA2A1,0.0
Slim Combo (Para 1),1,11.9,11.9,EC02F,0.0
Slim Combo (Para 1),2,11.9,23.8,MA7L9G4G,0.0
Patatas bacon cheddar,1,7.7,7.7,BGDTCQLJ,0.0
Hamburguesa La Inglesa,1,12.3,12.3,BGDTCQLJ,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,M4C1ZDZT,0.0
Tequeños,1,6.4,6.4,M4C1ZDZT,0.0
Alitas,1,7.2,7.2,M4C1ZDZT,0.0
Sweet Home Madrid,2,12.7,25.4,M4C1ZDZT,0.0
Kahuna Burger,1,8.1,8.1,768520025,0.0
Sweet Home Sanvi,1,12.3,12.3,768520025,0.0
Patatas fritas L,1,4.5,4.5,768520025,0.0
Patatas fritas Pequeñas,1,2.5,2.5,5A98E,0.0
Charles Wells,1,8.3,8.3,5A98E,0.0
Burger Perla Negra,2,13.9,27.8,95544,0.0
Perla Negra,2,14.3,28.6,ABU12ZXM,0.0
Tequeños,1,9.9,9.9,ABU12ZXM,0.0
Inglesa,1,12.5,12.5,ABU12ZXM,0.0
LA UNO,1,14.6,14.6,ABU12ZXM,0.0
Sweet Home Madrid,1,12.7,12.7,7BD62,0.0
Patatas fritas Grandes,1,4.5,4.5,7BD62,0.0
Coca-Cola Zero Azúcar lata 330ml.,1,1.9,1.9,BHMF5N68,0.0
Nestea Té Negro Limón lata 330ml.,1,1.9,1.9,BHMF5N68,0.0
Hamburguesa Perla Negra,1,14.3,14.3,BHMF5N68,0.0
Padro,1,9.8,9.8,307F9,0.0
Patatas fritas Pequeñas,2,2.5,5.0,307F9,0.0
Slim Combo (Para 1),1,11.9,11.9,307F9,0.0
Slim Combo (Para 1),1,11.9,11.9,7D1CF,0.0
Monchi Meal (Para 2),1,23.8,23.8,AAF05,0.0
La Muergana,1,14.5,14.5,AJGP4N1R,0.0
LA UNO,1,14.6,14.6,AJGP4N1R,0.0
Monchi Meal Combo (Para 2),1,23.8,23.8,768522596,0.0
Burger Perla Negra,2,13.9,27.8,F9DC8,0.0
Patatas fritas Pequeñas,1,2.5,2.5,BDDB8,0.0
Padro,1,9.8,9.8,BDDB8,0.0
Perla Negra,2,14.3,28.6,D1D18,0.0
Kahuna Burger,2,8.1,16.2,BZ3PXTLE,0.0
Combo Para Compartir,1,30.6,30.6,A6VBDNUV,0.0
Slim Combo (para 1),1,11.9,11.9,063B8,0.0
Salsa Sweet-Umbrella,1,1.5,1.5,063B8,0.0
Sweet Home Madrid,2,12.7,25.4,MQH1XAF1,0.0
Slim Combo (Para 1),1,11.9,11.9,137531175,0.0
Hamburguesa Perla Negra,2,14.3,28.6,3167B,0.0
Sweet Home Madrid,2,12.7,25.4,MMZ2T74F,0.0
Patatas fritas Grandes,2,4.5,9.0,MEPR6JVX,0.0
Slim Combo (Para 1),6,11.9,71.4,MEPR6JVX,0.0
Burger Perla Negra,2,12.5,25.0,FFD11,0.0
Patatas fritas Grandes,1,4.5,4.5,A0DC4,0.0
Ned Kelly,1,11.4,11.4,A0DC4,0.0
Padro,1,9.8,9.8,A0DC4,0.0
Coca-Cola Zero Azúcar lata 330ml.,2,1.9,3.8,A0DC4,0.0
Sweet Home Alicante,1,12.3,12.3,D3B9D,0.0
El Honesto Mike,1,12.7,12.7,34293,0.0
Patatas fritas Pequeñas,1,2.5,2.5,34293,0.0
Patatas fritas Grandes,1,4.5,4.5,137532530,0.0
Sweet Home Madrid,1,12.7,12.7,137532530,0.0
Patatas fritas Pequeñas,1,2.5,2.5,137532714,0.0
Kahuna Burger,1,8.5,8.5,137532714,0.0
Chicken Tenders,1,7.7,7.7,947C4,0.0
Perla Negra,2,14.3,28.6,947C4,0.0
Patatas Fritas bacon,1,7.7,7.7,947C4,0.0
Burger La Uno Basic,1,12.6,12.6,AHTLCGSQ,0.0
Patatas Fritas,1,2.5,2.5,AHTLCGSQ,0.0
Arepa La abuela Rumbera,2,10.9,21.8,B7YLPTWV,0.0
Slim Combo (Para 1),1,11.9,11.9,DDB3A,0.0
Perla Negra,2,14.3,28.6,94885,0.0
Cheesebacon,1,12.5,12.5,94885,0.0
Perla Negra,1,14.3,14.3,ABTVGLXF,0.0
Tequeños,1,9.9,9.9,ABTVGLXF,0.0
Patatas Fritas,1,2.5,2.5,ARQERJJM,0.0
Burger Perla Negra,1,12.5,12.5,ARQERJJM,0.0
Tequeños (4 Uds.),1,5.9,5.9,A027D,0.0
Burger Perla Negra,2,12.5,25.0,A027D,0.0
Patatas fritas Grandes,2,4.5,9.0,M13GGDLF,0.0
Sweet Home Madrid,2,12.7,25.4,M13GGDLF,0.0
Monchi Meal (Para 2),1,23.8,23.8,54968,0.0
Slim Combo (Para 1),2,11.9,23.8,MPBMECY6,0.0
Burger Perla Negra,2,12.5,25.0,68390,0.0
Patatas Fritas,1,2.9,2.9,8265E,0.0
Burger Perla Negra,2,13.9,27.8,8265E,0.0
LA UNO,2,14.6,29.2,AQ1KUTAK,0.0
Patatas fritas Grandes,1,4.5,4.5,58C77,0.0
Sweet Home Sanvi,2,12.3,24.6,58C77,0.0
Aquarius Limón lata 330ml.,1,1.9,1.9,58C77,0.0
Patatas fritas Grandes,1,4.5,4.5,B9F37,0.0
Padro,1,9.8,9.8,B9F37,0.0
Coca-Cola Sabor Original lata 330ml.,1,1.9,1.9,B9F37,0.0
Burger La Uno Basic,1,12.6,12.6,AX3NSJME,0.0
Burger La Caprichosa,1,10.9,10.9,AX3NSJME,0.0
LA UNO,2,14.6,29.2,AGLR1LUV,0.0
Patatas Fritas,1,2.5,2.5,AFF6MNJE,0.0
Burger La Uno Basic,1,12.6,12.6,AFF6MNJE,0.0
Combo Para Ti,1,15.3,15.3,AF1W3V5Q,0.0
LA UNO,2,14.6,29.2,AAAWTLN3,0.0
LA UNO,2,14.6,29.2,ACLZJH5R,0.0
Patatas Fritas,1,2.9,2.9,9A88E,0.0
Burger Perla Negra,2,13.9,27.8,9A88E,0.0
Patatas Fritas,1,2.9,2.9,11580,0.0
Burger Perla Negra,2,13.9,27.8,11580,0.0
Combo Para Ti,1,15.3,15.3,ANESUZAV,0.0
Boniato Frito,1,3.9,3.9,8E98B,0.0
Patatas Fritas,1,2.9,2.9,8E98B,0.0
Burger Perla Negra,2,13.9,27.8,8E98B,0.0
Patatas fritas Grandes,1,4.5,4.5,DEF81,0.0
Chicken Tenders,1,7.6,7.6,DEF81,0.0
Kahuna Burger,2,8.1,16.2,DEF81,0.0
Boniato frito pequeño,1,3.5,3.5,DEF81,0.0
Sweet Home Madrid,1,12.7,12.7,137537115,0.0
Burger Perla Negra,2,13.9,27.8,95357,0.0
Patatas fritas Pequeñas,1,2.5,2.5,8F410,0.0
Sweet Home Madrid,2,12.7,25.4,8F410,0.0
Tequeños (4 Uds.),1,5.9,5.9,97C60,0.0
Burger Perla Negra,2,12.5,25.0,97C60,0.0
Boniato frito pequeño,1,3.5,3.5,768678530,0.0
Kahuna Burger,1,8.1,8.1,768678530,0.0
Slim Combo (Para 1),2,11.9,23.8,MGGWEETS,0.0
Sweet Home Sanvi,1,12.3,12.3,72FDB,0.0
El Pelirrojo Jimmy,1,10.7,10.7,72FDB,0.0
Zima Blue,1,11.7,11.7,72FDB,0.0
Boniato frito grande,1,6.9,6.9,72FDB,0.0
Charles Wells,1,8.3,8.3,72FDB,0.0
Kahuna Burger,1,8.1,8.1,72FDB,0.0
El Honesto Mike,1,12.3,12.3,72FDB,0.0
Sweet Home Alicante,1,12.3,12.3,F02B0,0.0
Patatas fritas Pequeñas,1,2.5,2.5,583D4,0.0
El Pelirrojo Jimmy,1,10.7,10.7,583D4,0.0
Zima Blue,1,12.2,12.2,AF255,0.0
Tequeños,1,6.4,6.4,A8EB0,0.0
Boniato frito grande,1,6.9,6.9,A8EB0,0.0
Sweet Home Alicante,2,12.3,24.6,A8EB0,0.0
Patatas fritas S,1,2.5,2.5,768692611,0.0
Sweet Home Alicante,1,12.3,12.3,768692611,0.0
